,PCA_C1,PCA_C2,PCA_C3,Class
0,-1.1348079145790724,0.1165237844693486,-0.12205499976959992,0
2,2.481037910102672,-1.1112985333525847,-0.9576993797772722,1
4,-0.9008192040318814,0.3112331164143656,1.3451776391748407,0
5,-3.0774546380181973,0.44156194586008085,1.1260658330810578,0
6,-1.257108889050074,-0.9324032480707112,0.862989823263771,0
7,-1.0518658259010336,-1.7030886252072324,0.6822003284498184,0
8,-0.8374898574871454,-2.260913963784894,0.7745480371709601,0
9,1.7694595103771928,-1.2005710235768479,-1.0564303598239924,1
10,1.6867977926610505,-1.4547642835253403,-1.0336798987529003,1
11,1.9633404532828267,-1.478686753295256,-0.11478103002738721,1
12,0.9206180686556931,-0.7494225635091191,-0.8549302189061715,1
13,-1.0144729379826063,0.6673345569374521,-0.2820472438154363,0
15,1.63026123835585,-1.6337966848083312,-0.9445092746912511,1
16,1.5938544647891324,-1.8212598817580747,-0.4325328673578618,1
17,-1.58320798495604,0.5151686409957386,-0.15228450468437701,0
18,-2.1309134108073238,0.6687301912456114,-0.8603199558224552,0
19,-3.5743378913982617,0.4313847476021711,0.5588206595326719,0
20,-0.64486777307071,0.9735240949955152,-0.7098751802256986,0
23,-3.507615299760247,0.8324717893668019,0.4136447092650838,0
25,1.9937611436344742,-0.4832040870049171,-1.3243184238937322,1
26,-5.492885872194392,5.03539140513331,3.5501899322649373,0
27,-0.4281944193345372,0.5950189598238909,-0.7103708213143517,0
28,-4.113793916511759,0.4483413041676275,1.0898130426640202,0
29,-3.1668216449753217,-1.210923130735637,1.1118925865550449,0
32,0.16206357367993815,-1.160735837138091,-0.3596239048880216,1
34,-3.0625016718423717,1.8794965330925508,-1.5004074001109171,0
35,-5.728064561867384,2.078936390950258,-0.14134361198567777,0
36,-0.4993185310770402,0.7117621719892337,-2.3715708153624955,1
37,-3.339921945596772,1.6406188778972628,-1.062800251961171,0
38,-2.09889522692806,0.6240305799333872,-1.4927386543401309,0
40,-2.2443089161385497,1.478282531653632,-1.4320941788411259,0
41,-3.452183411877862,3.5126107829492867,0.20921432428920825,0
42,-3.899492480211062,0.47933166236645247,0.9571370921607537,0
43,-2.730615917208088,-0.6002878617955574,0.9045040265796241,0
44,-1.654711816615686,-1.8313852942893323,0.5951406423228062,0
45,-1.5783761555498703,-2.0846391380809277,0.8507086951054722,0
46,-1.9752478173571901,1.932796830947206,-0.18131312289474222,0
48,-2.817538482891725,0.45543691636700906,0.6765369826070499,0
49,-2.684235875428252,-0.12124934194712854,1.3091035989062734,0
51,1.4702804266307565,-2.3763783671362764,0.27705253343596725,1
52,1.9459877036476716,-2.3981610924146173,0.37064106284486104,1
53,1.8993050353293501,-2.1275493533016254,-0.2138192266409298,1
54,1.3938880971496248,-0.05048911904704997,-0.31725248067225686,1
55,-2.6796174609876298,1.205108032835385,-0.9581840854371693,0
56,3.1761231712433955,3.1662279378909317,-0.716897105303048,1
58,1.7616808313851908,0.6238787105588238,-1.2130188574050484,1
60,-1.701156022414417,0.35064869128880627,-0.889518993844569,0
62,-1.0218105778716453,1.033514556072794,-0.8416619986449191,0
63,-4.149122685467599,0.8804812175303378,0.664055654943586,0
64,-0.2932092268465283,-1.6550207704091435,0.1868972607554049,0
65,-0.2118482342017801,0.2221055522248303,0.29504942951522195,0
66,-0.2949488877457411,1.9655639661883686,0.12469919912940566,0
67,-0.9924801147271516,-0.1955163801404867,1.0566530220455672,0
68,6.284171891319688,6.156545765595993,7.481074881953007,1
69,1.8124638612299728,-4.817746817214973,4.528849590117509,0
70,-1.2594961347871985,2.9997949361602796,2.6901006462075325,0
71,-2.160810227947,1.0091064976471602,-0.7880861644076536,0
72,1.4773240444842324,-1.2062696315463313,-0.9342774685342498,1
73,-0.5925775413879683,-0.5263119497806266,-0.25144660791247364,0
74,-1.0190876740737544,-0.47762504204188155,-0.47138577042184693,0
75,-1.5590570039243181,1.0598840534536895,-0.3667666385426426,0
77,2.9424424571981556,-0.6177071375206479,0.1716657655809824,1
78,2.9079294603603274,-2.735424651738549,0.6571243988471158,1
79,3.0077931952428925,-4.02043112983402,1.8042628348719059,1
80,4.957463657673026,6.276450148070135,0.250999044468425,1
81,2.5211707892428565,1.83810046961302,0.33167422571960814,1
82,-0.6752731041287602,3.2767258466331715,2.5664321041242673,0
83,-1.3668116603821674,-1.156875348741324,2.106133633274388,0
84,-2.158684136413926,-1.843599402051483,2.8629867055695826,0
85,2.3318715746401653,0.23709674534888814,-1.066776109624011,1
86,2.466742649107806,-2.3891266038937213,0.5324643073970317,1
87,2.504678111417724,-1.6550560586160017,0.8870884662468408,1
88,4.260560507857465,5.965153285637222,-0.773023609518567,1
89,-4.975458662631074,0.9712584934707423,0.9290861065511531,0
90,-1.718214131007685,-0.7159968299706091,0.5058928931223866,0
91,-0.4585712327630437,-1.6961446697644118,0.5276970971447016,0
92,1.4624916454070482,0.6375059680680218,-1.2159068220370721,1
93,2.086059806326746,2.5222715965514317,-1.6910313210877854,1
94,0.20567080137752605,0.5436671494955951,-0.926423995669692,1
96,-1.5536460028318064,2.238058849394039,0.9635973302911616,0
97,-1.4971439567202645,1.186338139679896,-1.0561376284449702,0
98,-4.193574632493618,0.9858919675459966,0.4702094348898667,0
99,-2.461128605088632,-0.06320472840878924,0.1963796143100942,0
101,-4.894636002164246,1.664650282853436,0.8114588677896972,0
102,-1.5334140772348854,-0.7863688938734363,-0.41959824415346864,0
103,-2.344110219165793,-1.0531985181110062,0.3956752531587791,0
104,-4.154308290419396,1.050744335488524,0.4244778291983433,0
105,-3.005164374035265,0.22043537684178124,0.3053599503361236,0
106,-1.5631620674024511,-0.8902033879327776,-0.3578706573389737,0
107,-1.1989936984519205,0.9173026879989493,-0.12665181406489315,0
108,-1.4517845993419605,2.4883305101438435,0.21768529309781295,0
109,-3.951502248981267,0.8624167371525799,0.6066730123045175,0
110,-1.7156456095059636,-0.6032545179821697,0.06190494636857303,0
111,-2.3244970428541185,-1.0323771600477945,0.5643848816260403,0
112,1.4669611358810566,-1.4216790796138428,-1.0659513551518704,1
113,1.9896807474116902,1.5935404368477462,-0.32677530522214626,1
114,-0.9869645454936682,0.350786597869114,-0.20375842586712128,0
115,-2.6547200872999617,-0.22106060439980824,0.8915351613925807,0
116,-1.676582986486815,-1.1799062798056048,1.0761080531569382,0
117,2.285934965349001,-3.792866364428468,1.4512332275879847,1
118,-0.10252611552059229,0.4683927990283832,1.4831331586437653,0
119,-2.761325266642169,-1.1047502449677256,1.9852847206257531,0
120,-1.5880146659116807,3.4698831894117115,3.6403161346545794,0
121,-3.7630863103977745,0.9308232757451113,0.30864311357607815,0
122,1.5706874394484813,0.2914353515008068,-0.5288744163506444,1
123,1.7558384417996409,0.521992498180567,-1.816439008720671,1
124,-0.5348088174123834,1.309676400741953,-0.5010457230582839,0
125,-1.162862781147491,2.538490399511516,-0.5078027513084883,0
126,-1.1654394169625473,0.38746443443739603,-0.17291918904999312,0
127,-2.306066107216946,0.2918773661605059,0.26001901023961305,0
128,-0.85966085323586,-1.1890650854240434,0.9426597564221808,0
129,-0.24767549165245298,-0.0045263424751290195,0.01391658016966457,0
130,-3.730195738344101,-0.270557923300007,1.573641610078339,0
133,1.7028607537159852,-4.400030190964725,1.4369819578533687,1
134,2.219684061679832,-2.7468432618494627,0.6998910713888601,1
135,1.9009632195351467,-0.4797502196686889,-0.17027173664402956,1
136,0.030715396394290165,1.0709169336283992,0.6388620266993719,0
138,2.4352968101344086,-0.20878104261326433,-0.6836910205355814,1
139,1.981177642878898,-0.841370196687415,-0.8536129704242926,1
140,-0.9284136129697202,0.3605765745632014,-0.6763129401390175,0
141,-3.5425448527686796,0.432816377235801,0.38474359983785217,0
142,2.8890626931547834,0.11030269825281157,-0.28649572919537747,1
144,-2.638879757403118,3.5102175930468547,1.7880343820011804,0
146,-4.633565157805331,1.1427886489107386,0.4301033683309576,0
147,-1.387905618080335,-1.0035855272932594,0.02605804329514169,0
150,2.2386783422276753,-0.14576098288459188,-1.3151344164344012,1
151,2.651482155556849,-0.023967773010909153,-0.2967545640935382,1
152,2.5229819889732115,1.2480207957202156,-0.40003999353809383,1
